# 0D ASCII output created by CarpetIOASCII
#
0	0	0 0 0	0 0 0	0	0 0 0	-50

16	0	0 0 0	0 0 0	0.128571428571429	0 0 0	-49.9998314523534

32	0	0 0 0	0 0 0	0.257142857142857	0 0 0	-49.9967588278249

48	0	0 0 0	0 0 0	0.385714285714286	0 0 0	-49.9866131783434

64	0	0 0 0	0 0 0	0.514285714285714	0 0 0	-49.9680808447938

80	0	0 0 0	0 0 0	0.642857142857143	0 0 0	-49.9417922141391

96	0	0 0 0	0 0 0	0.771428571428571	0 0 0	-49.9089742388579

112	0	0 0 0	0 0 0	0.9	0 0 0	-49.8708738068461

128	0	0 0 0	0 0 0	1.02857142857143	0 0 0	-49.8285823104109

144	0	0 0 0	0 0 0	1.15714285714286	0 0 0	-49.7830094793649

160	0	0 0 0	0 0 0	1.28571428571429	0 0 0	-49.7349082879424

176	0	0 0 0	0 0 0	1.41428571428571	0 0 0	-49.684908088347

192	0	0 0 0	0 0 0	1.54285714285714	0 0 0	-49.6335409432809

208	0	0 0 0	0 0 0	1.67142857142857	0 0 0	-49.5812615237547

224	0	0 0 0	0 0 0	1.8	0 0 0	-49.5284586791241

240	0	0 0 0	0 0 0	1.92857142857143	0 0 0	-49.4754581227372

256	0	0 0 0	0 0 0	2.05714285714286	0 0 0	-49.4225196356484

272	0	0 0 0	0 0 0	2.18571428571429	0 0 0	-49.3698340058871

288	0	0 0 0	0 0 0	2.31428571428571	0 0 0	-49.3175235709188

304	0	0 0 0	0 0 0	2.44285714285714	0 0 0	-49.2656477802049

320	0	0 0 0	0 0 0	2.57142857142857	0 0 0	-49.2142114926965

336	0	0 0 0	0 0 0	2.7	0 0 0	-49.1631829322498

352	0	0 0 0	0 0 0	2.82857142857143	0 0 0	-49.1125073556845

368	0	0 0 0	0 0 0	2.95714285714286	0 0 0	-49.0621239202701

384	0	0 0 0	0 0 0	3.08571428571428	0 0 0	-49.0119771254349

400	0	0 0 0	0 0 0	3.21428571428571	0 0 0	-48.9620198487975

416	0	0 0 0	0 0 0	3.34285714285714	0 0 0	-48.9122133646749

432	0	0 0 0	0 0 0	3.47142857142857	0 0 0	-48.8625282132119

448	0	0 0 0	0 0 0	3.6	0 0 0	-48.8129433536395

464	0	0 0 0	0 0 0	3.72857142857143	0 0 0	-48.7634424246843

480	0	0 0 0	0 0 0	3.85714285714286	0 0 0	-48.7140134492295

496	0	0 0 0	0 0 0	3.98571428571428	0 0 0	-48.6646482417798

512	0	0 0 0	0 0 0	4.11428571428571	0 0 0	-48.6153396836984

528	0	0 0 0	0 0 0	4.24285714285714	0 0 0	-48.5660827606913

544	0	0 0 0	0 0 0	4.37142857142857	0 0 0	-48.516872927685

560	0	0 0 0	0 0 0	4.5	0 0 0	-48.4677053466212

576	0	0 0 0	0 0 0	4.62857142857143	0 0 0	-48.4185758750062

592	0	0 0 0	0 0 0	4.75714285714286	0 0 0	-48.3694808080321

608	0	0 0 0	0 0 0	4.88571428571428	0 0 0	-48.3204166690146

624	0	0 0 0	0 0 0	5.01428571428571	0 0 0	-48.2713805215486

640	0	0 0 0	0 0 0	5.14285714285714	0 0 0	-48.2223690593466

656	0	0 0 0	0 0 0	5.27142857142857	0 0 0	-48.1733792084842

672	0	0 0 0	0 0 0	5.4	0 0 0	-48.1244077501935

688	0	0 0 0	0 0 0	5.52857142857143	0 0 0	-48.0754512398646

704	0	0 0 0	0 0 0	5.65714285714286	0 0 0	-48.0265060288871

720	0	0 0 0	0 0 0	5.78571428571428	0 0 0	-47.9775685216555

736	0	0 0 0	0 0 0	5.91428571428571	0 0 0	-47.9286351931456

752	0	0 0 0	0 0 0	6.04285714285714	0 0 0	-47.879701900485

768	0	0 0 0	0 0 0	6.17142857142857	0 0 0	-47.8307647071958

784	0	0 0 0	0 0 0	6.3	0 0 0	-47.7818194860827

800	0	0 0 0	0 0 0	6.42857142857143	0 0 0	-47.7328617187335

816	0	0 0 0	0 0 0	6.55714285714286	0 0 0	-47.6838867063057

832	0	0 0 0	0 0 0	6.68571428571428	0 0 0	-47.6348894818133

848	0	0 0 0	0 0 0	6.81428571428571	0 0 0	-47.5858646905557

864	0	0 0 0	0 0 0	6.94285714285714	0 0 0	-47.5368068608708

880	0	0 0 0	0 0 0	7.07142857142857	0 0 0	-47.4877105095918

896	0	0 0 0	0 0 0	7.2	0 0 0	-47.4385691552733

912	0	0 0 0	0 0 0	7.32857142857143	0 0 0	-47.3893768805173

928	0	0 0 0	0 0 0	7.45714285714285	0 0 0	-47.3401271653863

944	0	0 0 0	0 0 0	7.58571428571428	0 0 0	-47.2908129668628

960	0	0 0 0	0 0 0	7.71428571428571	0 0 0	-47.241427126903

976	0	0 0 0	0 0 0	7.84285714285714	0 0 0	-47.1919622894651

992	0	0 0 0	0 0 0	7.97142857142857	0 0 0	-47.1424107603119

1008	0	0 0 0	0 0 0	8.1	0 0 0	-47.0927642046273

1024	0	0 0 0	0 0 0	8.22857142857143	0 0 0	-47.0430141653512

1040	0	0 0 0	0 0 0	8.35714285714285	0 0 0	-46.993152335795

1056	0	0 0 0	0 0 0	8.48571428571428	0 0 0	-46.9431697335255

1072	0	0 0 0	0 0 0	8.61428571428571	0 0 0	-46.8930573986567

1088	0	0 0 0	0 0 0	8.74285714285714	0 0 0	-46.8428065533694

1104	0	0 0 0	0 0 0	8.87142857142857	0 0 0	-46.7924078996521

1120	0	0 0 0	0 0 0	9	0 0 0	-46.741852104543

1136	0	0 0 0	0 0 0	9.12857142857143	0 0 0	-46.6911304212874

1152	0	0 0 0	0 0 0	9.25714285714285	0 0 0	-46.6402336434092

1168	0	0 0 0	0 0 0	9.38571428571428	0 0 0	-46.5891530708071

1184	0	0 0 0	0 0 0	9.51428571428571	0 0 0	-46.5378805343229

1200	0	0 0 0	0 0 0	9.64285714285714	0 0 0	-46.4864077978861

1216	0	0 0 0	0 0 0	9.77142857142857	0 0 0	-46.4347272544594

1232	0	0 0 0	0 0 0	9.9	0 0 0	-46.3828319641875

1248	0	0 0 0	0 0 0	10.0285714285714	0 0 0	-46.3307155178728

1264	0	0 0 0	0 0 0	10.1571428571429	0 0 0	-46.2783726301019

1280	0	0 0 0	0 0 0	10.2857142857143	0 0 0	-46.2257985438618

1296	0	0 0 0	0 0 0	10.4142857142857	0 0 0	-46.1729897116079

1312	0	0 0 0	0 0 0	10.5428571428571	0 0 0	-46.1199434123876

1328	0	0 0 0	0 0 0	10.6714285714286	0 0 0	-46.0666579589448

1344	0	0 0 0	0 0 0	10.8	0 0 0	-46.0131325343016

1360	0	0 0 0	0 0 0	10.9285714285714	0 0 0	-45.9593672956702

1376	0	0 0 0	0 0 0	11.0571428571429	0 0 0	-45.9053641985611

1392	0	0 0 0	0 0 0	11.1857142857143	0 0 0	-45.8511256616807

1408	0	0 0 0	0 0 0	11.3142857142857	0 0 0	-45.7966546345616

1424	0	0 0 0	0 0 0	11.4428571428571	0 0 0	-45.7419553887799

1440	0	0 0 0	0 0 0	11.5714285714286	0 0 0	-45.6870332135549

1456	0	0 0 0	0 0 0	11.7	0 0 0	-45.6318942751123

1472	0	0 0 0	0 0 0	11.8285714285714	0 0 0	-45.5765436757577

1488	0	0 0 0	0 0 0	11.9571428571429	0 0 0	-45.52098835371

1504	0	0 0 0	0 0 0	12.0857142857143	0 0 0	-45.4652365993466

1520	0	0 0 0	0 0 0	12.2142857142857	0 0 0	-45.4092956235319

1536	0	0 0 0	0 0 0	12.3428571428571	0 0 0	-45.3531730526589

1552	0	0 0 0	0 0 0	12.4714285714286	0 0 0	-45.2968759120722

